CarCompany,URL Image,Model,Price,Country of Origin,Class,Body,Style,Engine,Gearbox,Power (hp),Torque (Nm),Fuel Econ (L/100km),Fuel Econ (km/L),0-100 kph (sec),Top speed (kph)
AUDI,https://www.drivearabia.com/carprices/media/catalog/5a795ed6753fdAudi_RS5_Coupe_2018_front.jpg,Audi RS 5,377000,Germany,Premium Compact Coupe,2-door,coupe,2.9TC V6 4WD,7A,450,600,8.7,11.5,3.9,250
AUDI,https://www.drivearabia.com/carprices/media/catalog/5ebfe708a2c26Audi_RS5_Sportback_2020_front_dubai_uae.jpg,Audi RS 5 Sportback,377000,Germany,Premium Compact Sedan,4-door,sedan,2.9TC V6 4WD,7A,450,600,8.7,11.5,3.9,250
AUDI,https://www.drivearabia.com/carprices/media/catalog/5ebfe708a2c26Audi_RS5_Sportback_2020_front_dubai_uae.jpg,Audi RS 5 Sportback,377000,Germany,Premium Compact Sedan,4-door,sedan,2.9TC V6 4WD,7A,450,600,8.7,11.5,3.9,250
AUDI,https://www.drivearabia.com/carprices/media/catalog/5f10142af3c66Audi_RS6_Avant_2020_front.jpg,Audi RS 6,589000,Germany,Premium Midsize Wagon,5-door,wagon,4.0TC V8 4WD,8A,592,800,9.8,10.2,3.6,305
AUDI,https://www.drivearabia.com/carprices/media/catalog/5f10142af3c66Audi_RS6_Avant_2020_front.jpg,Audi RS 6,450000,Germany,Premium Midsize Wagon,5-door,wagon,4.0TC V8 4WD,8A,592,800,9.8,10.2,3.6,305
AUDI,https://www.drivearabia.com/carprices/media/catalog/5448cef5e2f57Audi_RS6_Avant_front.jpg,Audi RS 6,450000,Germany,Premium Midsize Wagon,5-door,wagon,4.0TC V8 4WD,8A,560,700,9.8,10.2,3.9,305
AUDI,https://www.drivearabia.com/carprices/media/catalog/5ed40c75b6706Audi_RS7_Sportback_2020_front.jpg,Audi RS 7,599000,Germany,Luxury Midsize Sedan,5-door,liftback,4.0TC V8 4WD,7AM,600,800,9.8,10.2,3.6,305
AUDI,https://www.drivearabia.com/carprices/media/catalog/5ed40c75b6706Audi_RS7_Sportback_2020_front.jpg,Audi RS 7,500000,Germany,Luxury Midsize Sedan,5-door,liftback,4.0TC V8 4WD,7AM,600,800,9.8,10.2,3.6,305
AUDI,https://www.drivearabia.com/carprices/media/catalog/53a82f8085d1e8.14586322/Audi-RS7_Sportback_front.jpg,Audi RS 7,475000,Germany,Luxury Midsize Sedan,5-door,liftback,4.0TC V8 4WD,7AM,560,700,9.8,10.2,3.9,280
AUDI,https://www.drivearabia.com/carprices/media/catalog/60003532a708eRSQ3_Sportback.png,Audi RS Q3,255000,Germany,Premium Sub-Compact SUV,5-door,wagon,2.5TC I5 4WD,7AM,400,480,8.6,11.6,4.5,250
AUDI,https://www.drivearabia.com/carprices/media/catalog/56cb57f8a88c6Audi_RS_Q3_performance_2017_front.jpg,Audi RS Q3,232000,Germany,Premium Sub-Compact SUV,5-door,wagon,2.5TC I5 4WD,7AM,340,450,8.6,11.6,4.8,250
AUDI,https://www.drivearabia.com/carprices/media/catalog/56cb57f8a88c6Audi_RS_Q3_performance_2017_front.jpg,Audi RS Q3,232000,Germany,Premium Sub-Compact SUV,5-door,wagon,2.5TC I5 4WD,7AM,340,450,8.6,11.6,4.8,250
AUDI,https://www.drivearabia.com/carprices/media/catalog/5f244f72d4c00Audi_RS_Q8_2020_front.jpg,Audi RS Q8,624750,Germany,Luxury Midsize SUV,5-door,wagon,4.0TC+E V8 4WD,8A,592,800,12.1,8.3,3.8,250
AUDI,https://www.drivearabia.com/carprices/media/catalog/5f244f72d4c00Audi_RS_Q8_2020_front.jpg,Audi RS Q8,624750,Germany,Luxury Midsize SUV,5-door,wagon,4.0TC+E V8 4WD,8A,592,800,12.1,8.3,3.8,250
AUDI,https://www.drivearabia.com/carprices/media/catalog/59f5da20b0604audi_sq5_2018_front.jpg,Audi S Q5,249000,Germany,Premium Compact SUV,5-door,wagon,3.0TC V6 4WD,8A,354,500,8.3,12,5.4,250
AUDI,https://www.drivearabia.com/carprices/media/catalog/59f5da20b0604audi_sq5_2018_front.jpg,Audi S Q5,249000,Germany,Premium Compact SUV,5-door,wagon,3.0TC V6 4WD,8A,354,500,8.3,12,5.4,250
AUDI,https://www.drivearabia.com/carprices/media/catalog/59f5da20b0604audi_sq5_2018_front.jpg,Audi S Q5,249000,Germany,Premium Compact SUV,5-door,wagon,3.0TC V6 4WD,8A,354,500,8.3,12,5.4,250
AUDI,https://www.drivearabia.com/carprices/media/catalog/5f3e6c497ec31Audi_S3_Sedan_2021_front.jpg,Audi S3,175000,Germany,Premium Sub-Compact Sedan,4-door,sedan,2.0TC I4 AWD,7AM,306,400,6.9,14.5,4.8,250
AUDI,https://www.drivearabia.com/carprices/media/catalog/550158764ba2eAudi_S3_Sedan_2015_front.jpg,Audi S3,12050,Germany,Premium Sub-Compact Sedan,4-door,sedan,2.0TC I4 AWD,6A,296,380,6.9,14.5,4.9,250
AUDI,https://www.drivearabia.com/carprices/media/catalog/550158764ba2eAudi_S3_Sedan_2015_front.jpg,Audi S3,12050,Germany,Premium Sub-Compact Sedan,4-door,sedan,2.0TC I4 AWD,6A,296,380,6.9,14.5,4.9,250
AUDI,https://www.drivearabia.com/carprices/media/catalog/5ef35e9c6339aAudi_S4_front_dubai_uae.jpg,Audi S4,274000,Germany,Premium Compact Sedan,4-door,sedan,3.0TC V6 4WD,8A,349,500,8,12.5,4.7,250
AUDI,https://www.drivearabia.com/carprices/media/catalog/5ef35e9c6339aAudi_S4_front_dubai_uae.jpg,Audi S4,274000,Germany,Premium Compact Sedan,4-door,sedan,3.0TC V6 4WD,8A,349,500,8,12.5,4.7,250
AUDI,https://www.drivearabia.com/carprices/media/catalog/578f69741d4f9Audi_S5_Coupe_2017_front.jpg,Audi S5,278000,Germany,Premium Compact Coupe,2-door,coupe,3.0TC V6 4WD,8A,354,500,7.3,13.7,4.7,250
AUDI,https://www.drivearabia.com/carprices/media/catalog/578f69741d4f9Audi_S5_Coupe_2017_front.jpg,Audi S5,278000,Germany,Premium Compact Coupe,2-door,coupe,3.0TC V6 4WD,8A,354,500,7.3,13.7,4.7,250
AUDI,https://www.drivearabia.com/carprices/media/catalog/578f69741d4f9Audi_S5_Coupe_2017_front.jpg,Audi S5,278000,Germany,Premium Compact Coupe,2-door,coupe,3.0TC V6 4WD,8A,354,500,7.3,13.7,4.7,250
AUDI,https://www.drivearabia.com/carprices/media/catalog/5ede0d710caf5Audi_S6_Sedan_front.jpg,Audi S6,357000,Germany,Premium Midsize Sedan,4-door,sedan,2.9TC V6 4WD,8A,444,600,9.2,10.9,4.4,250
AUDI,https://www.drivearabia.com/carprices/media/catalog/5ede0d710caf5Audi_S6_Sedan_front.jpg,Audi S6,357000,Germany,Premium Midsize Sedan,4-door,sedan,2.9TC V6 4WD,8A,444,600,9.2,10.9,4.4,250
AUDI,https://www.drivearabia.com/carprices/media/catalog/55acc3f3e60baAudi_S6_2015_front.jpg,Audi S6,316500,Germany,Premium Midsize Sedan,4-door,sedan,4.0TC V8 4WD,7A,450,550,9.2,10.9,4.4,250
AUDI,https://www.drivearabia.com/carprices/media/catalog/5ecdfce3442dfAudi_S8_2020_front_dubai_uae.jpg,Audi S8,571000,Germany,Luxury Large Sedan,4-door,sedan,4.0TC+H V8 4WD,8A,571,800,11.6,8.6,3.8,250
AUDI,https://www.drivearabia.com/carprices/media/catalog/5ecdfce3442dfAudi_S8_2020_front_dubai_uae.jpg,Audi S8,571000,Germany,Luxury Large Sedan,4-door,sedan,4.0TC+H V8 4WD,8A,571,800,11.6,8.6,3.8,250
AUDI,https://www.drivearabia.com/carprices/media/catalog/546b2289ca925Audi_S8_2014_front.jpg,Audi S8,482800,Germany,Luxury Large Sedan,4-door,sedan,4.0TC V8 4WD,8A,520,652,9.6,10.4,4.1,250
BAIC,https://www.drivearabia.com/carprices/media/catalog/54aab224676d1BAIC_A1_hatchback_front.jpg,BAIC A1,482800,China,Sub-Compact Hatchback,5-door,hatchback,1.5 I4 4WD,4A,113,143,7.5,13.3,14,170
BAIC,https://www.drivearabia.com/carprices/media/catalog/54aab224676d1BAIC_A1_hatchback_front.jpg,BAIC A1,482800,China,Sub-Compact Hatchback,5-door,hatchback,1.5 I4 4WD,4A,113,143,7.5,13.3,14,170
BAIC,https://www.drivearabia.com/carprices/media/catalog/54aab224676d1BAIC_A1_hatchback_front.jpg,BAIC A1,482800,China,Sub-Compact Hatchback,5-door,hatchback,1.5 I4 4WD,4A,113,143,7.5,13.3,14,170
BAIC,https://www.drivearabia.com/carprices/media/catalog/54aab37c1a9feBAIC_a1_sedan_front.jpg,BAIC A1,482800,China,Sub-Compact Sedan,4-door,sedan,1.5 I4 4WD,5M/4A,113,143,7.5,13.3,14,170
BAIC,https://www.drivearabia.com/carprices/media/catalog/54aab37c1a9feBAIC_a1_sedan_front.jpg,BAIC A1,482800,China,Sub-Compact Sedan,4-door,sedan,1.5 I4 4WD,5M/4A,113,143,7.5,13.3,14,170
BAIC,https://www.drivearabia.com/carprices/media/catalog/556b20b08e840baic_a5_front.jpg,BAIC A5 Sedan,482800,China,Premium Large Sedan,4-door,sedan,2.0TC I4 FWD,5A,200,290,7.8,12.8,9.8,220
BAIC,https://www.drivearabia.com/carprices/media/catalog/556b20b08e840baic_a5_front.jpg,BAIC A5 Sedan,482800,China,Premium Large Sedan,4-door,sedan,2.0TC I4 FWD,5A,200,290,7.8,12.8,9.8,220
BAIC,https://www.drivearabia.com/carprices/media/catalog/5eb3d11d8b063baic_bj40_front_dubai_uae.jpg,BAIC BJ40 Plus,482800,China,Midsize SUV,5-door,wagon,2.3TC I4 4WD,6A,250,350,8.5,11.8,9.3,180
BAIC,https://www.drivearabia.com/carprices/media/catalog/5eb3d11d8b063baic_bj40_front_dubai_uae.jpg,BAIC BJ40 Plus,482800,China,Midsize SUV,5-door,wagon,2.3TC I4 4WD,6A,250,350,8.5,11.8,9.3,180
BAIC,https://www.drivearabia.com/carprices/media/catalog/5f86e0cc4637ebaic_d20_front.jpg,BAIC D20,482800,China,Sub-Compact Hatchback,5-door,hatchback,1.5 I4 4WD,4A,113,143,7.5,13.3,14,170
BENTLEY,https://www.drivearabia.com/carprices/media/catalog/5f03083b48433Bentley_Bentayga_2021_front.jpg,Bentley Bentayga,800000,United Kingdom,Luxury Large SUV,5-door,wagon,4.0TC V8 4WD,8A,542,770,11.4,8.8,4.5,290
BENTLEY,https://www.drivearabia.com/carprices/media/catalog/573616dcc08dbBentley_Bentayga_3.jpg,Bentley Bentayga,800000,United Kingdom,Luxury Large SUV,5-door,wagon,4.0TC V8 4WD,8A,542,770,11.4,8.8,4.5,290
BENTLEY,https://www.drivearabia.com/carprices/media/catalog/573616dcc08dbBentley_Bentayga_3.jpg,Bentley Bentayga,800000,United Kingdom,Luxury Large SUV,5-door,wagon,4.0TC V8 4WD,8A,542,770,11.4,8.8,4.5,290
BENTLEY,https://www.drivearabia.com/carprices/media/catalog/5a48d952ab3f7Bentley_Continental_GT_2018_font.jpg,Bentley Continental GT,900000,United Kingdom,Luxury Large Coupe,2-door,coupe,4.0TC V8 4WD,8A,542,770,11.8,8.5,4,318
BENTLEY,https://www.drivearabia.com/carprices/media/catalog/5a48d952ab3f7Bentley_Continental_GT_2018_font.jpg,Bentley Continental GT,900000,United Kingdom,Luxury Large Coupe,2-door,coupe,4.0TC V8 4WD,8A,542,770,11.8,8.5,4,318
BENTLEY,https://www.drivearabia.com/carprices/media/catalog/5a48d952ab3f7Bentley_Continental_GT_2018_font.jpg,Bentley Continental GT,900000,United Kingdom,Luxury Large Coupe,2-door,coupe,6.0TC V12 4WD,8A,626,900,12.2,8.2,3.7,333
BENTLEY,https://www.drivearabia.com/carprices/media/catalog/5df2598561aceBentley_Continental_GT_Convertible_2019_front.jpg,Bentley Continental GTC,850000,United Kingdom,Luxury Large Convertible,2-door,coupe,6.0TC V12 4WD,8A,542,770,11.9,8.4,4.1,308
BENTLEY,https://www.drivearabia.com/carprices/media/catalog/5df2598561aceBentley_Continental_GT_Convertible_2019_front.jpg,Bentley Continental GTC,850000,United Kingdom,Luxury Large Convertible,2-door,coupe,6.0TC V12 4WD,8A,542,770,11.9,8.4,4.1,308
BENTLEY,https://www.drivearabia.com/carprices/media/catalog/5df2598561aceBentley_Continental_GT_Convertible_2019_front.jpg,Bentley Continental GTC,900000,United Kingdom,Luxury Large Convertible,2-door,coupe,6.0TC V12 4WD,8A,626,900,12.4,8.1,3.8,333
BENTLEY,https://www.drivearabia.com/carprices/media/catalog/5e735a3f695ccBentley_Flying_Spur_2020_front.jpg,Bentley Flying Spur,850000,United Kingdom,Luxury Large Sedan,4-door,sedan,6.0TC V12 4WD,8A,626,900,14.8,6.8,3.8,333
BENTLEY,https://www.drivearabia.com/carprices/media/catalog/5e735a3f695ccBentley_Flying_Spur_2020_front.jpg,Bentley Flying Spur,850000,United Kingdom,Luxury Large Sedan,4-door,sedan,6.0TC V12 4WD,8A,626,900,14.8,6.8,3.8,333
BENTLEY,https://www.drivearabia.com/carprices/media/catalog/523426b07792e2.59434749/Bentley-Flying_Spur_2014_front.jpg,Bentley Flying Spur,850000,United Kingdom,Luxury Large Sedan,4-door,sedan,4.0TC V8 4WD,8A,500,660,10.9,9.2,5.2,295
BENTLEY,https://www.drivearabia.com/carprices/media/catalog/5a40ce736e2b62018_bentley_mulsanne_1.jpg,Bentley Mulsanne,1400000,United Kingdom,Luxury Large Sedan,4-door,sedan,6.8TC V8 RWD,8A,505,1020,14.6,6.8,5.3,305
BENTLEY,https://www.drivearabia.com/carprices/media/catalog/5a40ce736e2b62018_bentley_mulsanne_1.jpg,Bentley Mulsanne,1400000,United Kingdom,Luxury Large Sedan,4-door,sedan,6.8TC V8 RWD,8A,505,1020,14.6,6.8,5.3,305
BENTLEY,https://www.drivearabia.com/carprices/media/catalog/5a40ce736e2b62018_bentley_mulsanne_1.jpg,Bentley Mulsanne,1400000,United Kingdom,Luxury Large Sedan,4-door,sedan,6.8TC V8 RWD,8A,505,1020,14.6,6.8,5.3,305
BMW,https://www.drivearabia.com/carprices/media/catalog/5e8c8073077e3BMW_2_Series_Coupe_2018_front.jpg,BMW 2-Series,195000,Germany,Premium Compact Coupe,2-door,coupe,2.0TC I4 RWD,8A,184,270,5.9,16.9,7.2,230
BMW,https://www.drivearabia.com/carprices/media/catalog/5e8c8073077e3BMW_2_Series_Coupe_2018_front.jpg,BMW 2-Series,195000,Germany,Premium Compact Coupe,2-door,coupe,2.0TC I4 RWD,8A,184,270,5.9,16.9,7.2,230
BMW,https://www.drivearabia.com/carprices/media/catalog/5e8c80591c217BMW_2_Series_Coupe_2018_front.jpg,BMW 2-Series,195000,Germany,Premium Compact Coupe,2-door,coupe,2.0TC I4 RWD,8A,184,270,5.9,16.9,7.2,230
BMW,https://www.drivearabia.com/carprices/media/catalog/5f2ae4a026fa6BMW_2_Series_Gran_Coupe_2020_front_dubai_uae.jpg,BMW 2-Series Gran,175000,Germany,Premium Compact Sedan,2-door,coupe,1.5TC I3 RWD,8A,140,220,5.9,16.9,8.4,213
BMW,https://www.drivearabia.com/carprices/media/catalog/5f2ae4a026fa6BMW_2_Series_Gran_Coupe_2020_front_dubai_uae.jpg,BMW 2-Series Gran,175000,Germany,Premium Compact Sedan,2-door,coupe,1.5TC I3 RWD,8A,140,220,5.9,16.9,8.4,213
BMW,https://www.drivearabia.com/carprices/media/catalog/5c86e39f2253cBMW_3_Series_2019_front.jpg,BMW 3-Series,175000,Germany,Premium Compact Sedan,4-door,sedan,2.0TC I4 RWD,8A,184,300,6.3,15.9,7.1,240
BMW,https://www.drivearabia.com/carprices/media/catalog/5c86e39f2253cBMW_3_Series_2019_front.jpg,BMW 3-Series,175000,Germany,Premium Compact Sedan,4-door,sedan,2.0TC I4 RWD,8A,184,300,6.3,15.9,7.1,240
BMW,https://www.drivearabia.com/carprices/media/catalog/5c86e39f2253cBMW_3_Series_2019_front.jpg,BMW 3-Series,199000,Germany,Premium Compact Sedan,4-door,sedan,2.0TC I4 RWD,8A,258,400,6.1,16.4,5.8,250
BMW,https://www.drivearabia.com/carprices/media/catalog/5ede3a47152a4BMW_4_Series_Coupe_2021_front_dubai_uae.jpg,BMW 4-Series,200000,Germany,Premium Compact Coupe,2-door,coupe,2.0TC I4 RWD,8A,184,300,5.8,17.2,7.5,236
BMW,https://www.drivearabia.com/carprices/media/catalog/51be43b4018095.25216256/BMW%204-Series-front.jpg,BMW 4-Series,195000,Germany,Premium Compact Coupe,2-door,coupe,2.0TC I4 RWD,6M/8A,181,270,6.1-6.3,16.4,7.3,236
BMW,https://www.drivearabia.com/carprices/media/catalog/51be43b4018095.25216256/BMW%204-Series-front.jpg,BMW 4-Series,195000,Germany,Premium Compact Coupe,2-door,coupe,2.0TC I4 RWD,6M/8A,181,270,6.1-6.3,16.4,7.3,236
BMW,https://www.drivearabia.com/carprices/media/catalog/5f7af6e3d3867BMW_4_Series_Convertible_2021_front_dubai_uae.jpg,BMW 4-Series,210000,Germany,Premium Compact Coupe,2-door,coupe,2.0TC I4 RWD,8A,184,300,5.8,17.2,7.5,236
BMW,https://www.drivearabia.com/carprices/media/catalog/5f1d6c28ec73aBMW_4_Series_Convertible_2018_front_dubai_uae.jpg,BMW 4-Series,265000,Germany,Premium Compact Convertible,2-door,convertible,2.0TC I4 RWD,8A,184,270,6.6,15.2,8.4,230
BMW,https://www.drivearabia.com/carprices/media/catalog/5f1d6d58b1a89BMW_4_Series_Convertible_2018_front_dubai_uae.jpg,BMW 4-Series,265000,Germany,Premium Compact Convertible,2-door,convertible,2.0TC I4 RWD,8A,184,270,6.6,15.2,8.4,230
BMW,https://www.drivearabia.com/carprices/media/catalog/5a3e4350ba5faBMW_4_Series_Gran_Coupe_2018_front.jpg,BMW 4-Series Gran,205000,Germany,Premium Compact Sedan,4-door,sedan,2.0TC I4 RWD,8A,184,270,5.5,18.2,7.7,236
BMW,https://www.drivearabia.com/carprices/media/catalog/5a3e4350ba5faBMW_4_Series_Gran_Coupe_2018_front.jpg,BMW 4-Series Gran,205000,Germany,Premium Compact Sedan,4-door,sedan,2.0TC I4 RWD,8A,184,270,5.5,18.2,7.7,236
BMW,https://www.drivearabia.com/carprices/media/catalog/5a3e4350ba5faBMW_4_Series_Gran_Coupe_2018_front.jpg,BMW 4-Series Gran,205000,Germany,Premium Compact Sedan,4-door,sedan,2.0TC I4 RWD,8A,184,270,5.5,18.2,7.7,236
BMW,https://www.drivearabia.com/carprices/media/catalog/5ecf6730b18d7BMW_5_Series_2021_front.jpg,BMW 5-Series,250000,Germany,Luxury Midsize Sedan,4-door,sedan,2.0TC I4 RWD,8A,252,350,5.5-5.9,18.2,6.2,250
BMW,https://www.drivearabia.com/carprices/media/catalog/58a2dbe2ce218BMW_5_Series_2017_front.jpg,BMW 5-Series,250000,Germany,Luxury Midsize Sedan,4-door,sedan,2.0TC I4 RWD,8A,252,350,5.5-5.9,18.2,6.2,250
BMW,https://www.drivearabia.com/carprices/media/catalog/58a2dbe2ce218BMW_5_Series_2017_front.jpg,BMW 5-Series,250000,Germany,Luxury Midsize Sedan,4-door,sedan,2.0TC I4 RWD,8A,252,350,5.5-5.9,18.2,6.2,250
BMW,https://www.drivearabia.com/carprices/media/catalog/5ecf704ac7ac0BMW_6_Series_Gran_Turismo_2021_front_dubai_uae.jpg,BMW 6-Series Gran Turismo,331000,Germany,Luxury Large Liftback,5-door,wagon,2.0TC I4 RWD,8A,258,400,6.6,15.2,6.3,250
BMW,https://www.drivearabia.com/carprices/media/catalog/5a671c36b954bBMW_6_Series_Gran_Turismo_2018_front.jpg,BMW 6-Series Gran Turismo,331000,Germany,Luxury Large Liftback,5-door,wagon,2.0TC I4 RWD,8A,258,400,6.6,15.2,6.3,250
BMW,https://www.drivearabia.com/carprices/media/catalog/5a671c36b954bBMW_6_Series_Gran_Turismo_2018_front.jpg,BMW 6-Series Gran Turismo,331000,Germany,Luxury Large Liftback,5-door,wagon,2.0TC I4 RWD,8A,258,400,6.6,15.2,6.3,250
BMW,https://www.drivearabia.com/carprices/media/catalog/5f15a3e73e3c2BMW_7_Series_2020_1024_03.jpg,BMW 7-Series,398000,Germany,Luxury Large Sedan,4-door,long sedan,2.0TC I4 RWD,8A,258,400,5.3,18.9,6.3,250
BMW,https://www.drivearabia.com/carprices/media/catalog/5f15a3e73e3c2BMW_7_Series_2020_1024_03.jpg,BMW 7-Series,398000,Germany,Luxury Large Sedan,4-door,long sedan,2.0TC I4 RWD,8A,258,400,5.3,18.9,6.3,250
BMW,https://www.drivearabia.com/carprices/media/catalog/55b5e3a523a6c2016_BMW_7_Series_front.jpg,BMW 7-Series,350000,Germany,Luxury Large Sedan,4-door,sedan,2.0TC I4 RWD,8A,258,400,5.3,18.9,6.3,250
BMW,https://www.drivearabia.com/carprices/media/catalog/5b28ca2857a73BMW_8_Series_Coupe_2019_front.jpg,BMW 8-Series,443000,Germany,Luxury Large Coupe,2-door,coupe,3.0TC I6 RWD,8A,335,500,7.9,12.7,5.2,250
BMW,https://www.drivearabia.com/carprices/media/catalog/5b28ca2857a73BMW_8_Series_Coupe_2019_front.jpg,BMW 8-Series,443000,Germany,Luxury Large Coupe,2-door,coupe,3.0TC I6 RWD,8A,335,500,7.9,12.7,5.2,250
BMW,https://www.drivearabia.com/carprices/media/catalog/5b28ca2857a73BMW_8_Series_Coupe_2019_front.jpg,BMW 8-Series,510000,Germany,Luxury Large Coupe,2-door,coupe,4.4TC V8 4WD,8A,530,750,10.5,9.5,3.7,250
BMW,https://www.drivearabia.com/carprices/media/catalog/5f2b078ac5837BMW_8_Series_Convertible_2019_front_dubai_uae.jpg,BMW 8-Series,580000,Germany,Luxury Large Convertible,2-door,convertible,4.4TC V8 4WD,8A,530,750,10.6,9.4,3.9,250
BMW,https://www.drivearabia.com/carprices/media/catalog/5f2b078ac5837BMW_8_Series_Convertible_2019_front_dubai_uae.jpg,BMW 8-Series,580000,Germany,Luxury Large Convertible,2-door,convertible,4.4TC V8 4WD,8A,530,750,10.6,9.4,3.9,250
BMW,https://www.drivearabia.com/carprices/media/catalog/5edcddd1e796cbmw_8_series_gran_coupe_front.jpg,BMW 8-Series Gran,450000,Germany,Luxury Large Coupe,4-door,sedan,3.0TC I6 RWD,8A,335,500,7.9,12.7,5.2,250
BMW,https://www.drivearabia.com/carprices/media/catalog/5edcddd1e796cbmw_8_series_gran_coupe_front.jpg,BMW 8-Series Gran,450000,Germany,Luxury Large Coupe,4-door,sedan,3.0TC I6 RWD,8A,335,500,7.9,12.7,5.2,250
BMW,https://www.drivearabia.com/carprices/media/catalog/5e2d80e6512c3BMW_i8_Coupe_2019_front.jpg,BMW I8,635000,Germany,Premium Sports Coupe,2-door,coupe,1.5HTC I3 4WD,6A,369,570,2.1,47.6,4.4,250
BMW,https://www.drivearabia.com/carprices/media/catalog/5e2d80e6512c3BMW_i8_Coupe_2019_front.jpg,BMW I8,635000,Germany,Premium Sports Coupe,2-door,coupe,1.5HTC I3 4WD,6A,369,570,2.1,47.6,4.4,250
BMW,https://www.drivearabia.com/carprices/media/catalog/5e2d80e6512c3BMW_i8_Coupe_2019_front.jpg,BMW I8,635000,Germany,Premium Sports Coupe,2-door,coupe,1.5HTC I3 4WD,6A,369,570,2.1,47.6,4.4,250
BMW,https://www.drivearabia.com/carprices/media/catalog/56b06bd55a8ef2016_BMW_M2_front.jpg,BMW M2,275000,Germany,Premium Sub-Compact Coupe,2-door,coupe,3.0TC I6 RWD,6M/7AM,365,465,7.9-8.5,12.7,4.3-4.5,250
BMW,https://www.drivearabia.com/carprices/media/catalog/56b06bd55a8ef2016_BMW_M2_front.jpg,BMW M2,275000,Germany,Premium Sub-Compact Coupe,2-door,coupe,3.0TC I6 RWD,6M/7AM,365,465,7.9-8.5,12.7,4.3-4.5,250
BMW,https://www.drivearabia.com/carprices/media/catalog/56b06bd55a8ef2016_BMW_M2_front.jpg,BMW M2,275000,Germany,Premium Sub-Compact Coupe,2-door,coupe,3.0TC I6 RWD,6M/7AM,365,465,7.9-8.5,12.7,4.3-4.5,250
BMW,https://www.drivearabia.com/carprices/media/catalog/5f705d73413ceBMW_M3_Sedan_Competition_2021_front.jpg,BMW M3,450000,Germany,Premium Compact Sedan,4-door,sedan,3.0TC I6 RWD,6M/8A,473,550,8.3-8.8,12,4.1,250
BMW,https://www.drivearabia.com/carprices/media/catalog/5358e47deb36f3.94597542/2015-BMW-M3-front.jpg,BMW M3,410000,Germany,Premium Compact Sedan,4-door,sedan,3.0TC I6 RWD,6M/7AM,431,550,8.3-8.8,12,4.1-4.3,250
BMW,https://www.drivearabia.com/carprices/media/catalog/5358e47deb36f3.94597542/2015-BMW-M3-front.jpg,BMW M3,410000,Germany,Premium Compact Sedan,4-door,sedan,3.0TC I6 RWD,6M/7AM,431,550,8.3-8.8,12,4.1-4.3,250
BMW,https://www.drivearabia.com/carprices/media/catalog/5f705c878f3e22021_bmw_m4_front_dubai_uae.jpg,BMW M4,450000,Germany,Premium Compact Coupe,2-door,coupe,3.0TC I6 RWD,6M/8A,473,550,8.3-8.8,12,4.1,250
BMW,https://www.drivearabia.com/carprices/media/catalog/5358e90e3ca762.09691295/2015-BMW-M4-front.jpg,BMW M4,425000,Germany,Premium Compact Coupe,2-door,coupe,3.0TC I6 RWD,6M/7AM,431,550,8.3-8.8,12,4.1-4.3,250
BMW,https://www.drivearabia.com/carprices/media/catalog/5358e90e3ca762.09691295/2015-BMW-M4-front.jpg,BMW M4,425000,Germany,Premium Compact Coupe,2-door,coupe,3.0TC I6 RWD,6M/7AM,431,550,8.3-8.8,12,4.1-4.3,250
BMW,https://www.drivearabia.com/carprices/media/catalog/54038e5b805c8BMW_M4_convertible_front.jpg,BMW M4,450000,Germany,Premium Compact Convertible,2-door,convertible,3.0TC I6 RWD,6M/7AM,431,550,8.3-8.8,12,4.2-4.4,250
BMW,https://www.drivearabia.com/carprices/media/catalog/54038e5b805c8BMW_M4_convertible_front.jpg,BMW M4,450000,Germany,Premium Compact Convertible,2-door,convertible,3.0TC I6 RWD,6M/7AM,431,550,8.3-8.8,12,4.2-4.4,250
BMW,https://www.drivearabia.com/carprices/media/catalog/54038e5b805c8BMW_M4_convertible_front.jpg,BMW M4,450000,Germany,Premium Compact Convertible,2-door,convertible,3.0TC I6 RWD,6M/7AM,431,550,8.3-8.8,12,4.2-4.4,250
BMW,https://www.drivearabia.com/carprices/media/catalog/5eef630bdaf39BMW_M5_Competition_2021_front_as_Smart_Object_1.jpg,BMW M5,605000,Germany,Luxury Midsize Sedan,4-door,sedan,4.4TC V8 4WD,8A,600,750,10.5,9.5,3.4,250
BMW,https://www.drivearabia.com/carprices/media/catalog/5a424472b01512018_bmw_m5_front.jpg,BMW M5,605000,Germany,Luxury Midsize Sedan,4-door,sedan,4.4TC V8 4WD,7A,600,750,10.5,9.5,3.4,250
BMW,https://www.drivearabia.com/carprices/media/catalog/5a424472b01512018_bmw_m5_front.jpg,BMW M5,605000,Germany,Luxury Midsize Sedan,4-door,sedan,4.4TC V8 4WD,7A,600,750,10.5,9.5,3.4,250
BMW,https://www.drivearabia.com/carprices/media/catalog/5f16ecc697b3bBMW_M8_Competition_Coupe_2020_1024_01.jpg,BMW M8,650000,Germany,Luxury Large Coupe,2-door,coupe,4.4TC V8 4WD,8A,600,750,10.4,9.6,3.3,250
