CarCompany,URL Image,Model,Price,Country of Origin,Class,Body,Style,Engine,Gearbox,Power (hp),Torque (Nm),Fuel Econ (L/100km),Fuel Econ (km/L),0-100 kph (sec),Top speed (kph)
TOYOTA,https://www.drivearabia.com/carprices/media/catalog/59e33795c1b6cToyota_Prado_front.jpg,Toyota Land Cruiser Prado,134190,Japan,Premium Midsize SUV,5-door,wagon,2.7 I4 4WD,5M/6A,161,246,11.9-12.4,8.4,12.5-13.5,170
TOYOTA,https://www.drivearabia.com/carprices/media/catalog/59e33795c1b6cToyota_Prado_front.jpg,Toyota Land Cruiser Prado,134190,Japan,Premium Midsize SUV,5-door,wagon,2.7 I4 4WD,5M/6A,161,246,11.9-12.4,8.4,12.5-13.5,170
TOYOTA,https://www.drivearabia.com/carprices/media/catalog/52c1f0243a4884.97300101/toyota-prado-swb-2014-1.jpg,Toyota Land Cruiser Prado SWB,134190,Japan,Premium Midsize SUV,3-door,wagon,2.7 I4 4WD,6M,164,246,12.4,8.1,13.5,170
TOYOTA,https://www.drivearabia.com/carprices/media/catalog/52c1f0243a4884.97300101/toyota-prado-swb-2014-1.jpg,Toyota Land Cruiser Prado SWB,134190,Japan,Premium Midsize SUV,3-door,wagon,2.7 I4 4WD,6M,164,246,12.4,8.1,13.5,170
TOYOTA,https://www.drivearabia.com/carprices/media/catalog/52c1f0243a4884.97300101/toyota-prado-swb-2014-1.jpg,Toyota Land Cruiser Prado SWB,134190,Japan,Premium Midsize SUV,3-door,wagon,2.7 I4 4WD,6M,164,246,12.4,8.1,13.5,170
TOYOTA,https://www.drivearabia.com/carprices/media/catalog/5dd4daca4bc5fprevia_front.jpg,Toyota Previa,134190,Japan,Large Minivan,5-door,minivan,2.4 I4 FWD,4A,166,223,9,11.1,11.5,184
TOYOTA,https://www.drivearabia.com/carprices/media/catalog/5dd4daca4bc5fprevia_front.jpg,Toyota Previa,134190,Japan,Large Minivan,5-door,minivan,2.4 I4 FWD,4A,166,223,9,11.1,11.5,184
TOYOTA,https://www.drivearabia.com/carprices/media/catalog/5dd4dbda53ad5previa_front.jpg,Toyota Previa,134190,Japan,Large Minivan,5-door,minivan,2.4 I4 FWD,4A,166,223,9,11.1,11.5,184
TOYOTA,https://www.drivearabia.com/carprices/media/catalog/5ac9c6d5131822019_toyota_rav4_front.jpg,Toyota RAV-4,91770,Japan,Compact SUV,5-door,wagon,2.0 I4 FWD,CVT,170,203,6.2,16.1,9.7,180
TOYOTA,https://www.drivearabia.com/carprices/media/catalog/5ac9c6d5131822019_toyota_rav4_front.jpg,Toyota RAV-4,91770,Japan,Compact SUV,5-door,wagon,2.0 I4 FWD,CVT,170,203,6.2,16.1,9.7,180
TOYOTA,https://www.drivearabia.com/carprices/media/catalog/5ac9c6d5131822019_toyota_rav4_front.jpg,Toyota RAV-4,91770,Japan,Compact SUV,5-door,wagon,2.0 I4 FWD,CVT,170,207,6.2,16.1,9.7,180
TOYOTA,https://www.drivearabia.com/carprices/media/catalog/5af8477fea772toyota_rush_2019_1.jpg,Toyota Rush,64000,Indonesia,Compact SUV,5-door,wagon,1.5 I4 RWD,4A,103,135,7.7,13,14,180
TOYOTA,https://www.drivearabia.com/carprices/media/catalog/5af8477fea772toyota_rush_2019_1.jpg,Toyota Rush,64000,Indonesia,Compact SUV,5-door,wagon,1.5 I4 RWD,4A,103,135,7.7,13,14,180
TOYOTA,https://www.drivearabia.com/carprices/media/catalog/5af8477fea772toyota_rush_2019_1.jpg,Toyota Rush,64000,Indonesia,Compact SUV,5-door,wagon,1.5 I4 RWD,4A,103,135,7.7,13,14,180
TOYOTA,https://www.drivearabia.com/carprices/media/catalog/5cda85c949746toyota_supra_2020_1.jpg,Toyota Supra,229000,Austria,Premium Sports Coupe,2-door,coupe,2.0TC I4 RWD,8A,258,400,6.3,15.9,5.2,250
TOYOTA,https://www.drivearabia.com/carprices/media/catalog/5cda85c949746toyota_supra_2020_1.jpg,Toyota Supra,229000,Austria,Premium Sports Coupe,2-door,coupe,3.0TC I6 RWD,8A,335,500,7.8,12.8,4.3,250
TOYOTA,https://www.drivearabia.com/carprices/media/catalog/5a421dd03957ftoyota_yaris_sedan_2018_1.jpg,Toyota Yaris Sedan,48195,Thailand,Sub-Compact Sedan,4-door,sedan,1.3 I4 FWD,5M,98,124,5.9,16.9,13,165
TOYOTA,https://www.drivearabia.com/carprices/media/catalog/5a421dd03957ftoyota_yaris_sedan_2018_1.jpg,Toyota Yaris Sedan,48195,Thailand,Sub-Compact Sedan,4-door,sedan,1.3 I4 FWD,5M,98,124,5.9,16.9,13,165
TOYOTA,https://www.drivearabia.com/carprices/media/catalog/5a421dd03957ftoyota_yaris_sedan_2018_1.jpg,Toyota Yaris Sedan,48195,Thailand,Sub-Compact Sedan,4-door,sedan,1.3 I4 FWD,5M,98,124,5.9,16.9,13,165
VOLKSWAGEN,https://www.drivearabia.com/carprices/media/catalog/5e20013bdb8a7Volkswagen_Amarok_2017_front.jpg,Volkswagen Amarok,85000,Argentina,4-door pickup,4-door,pickup,2.0TC I4 RWD,6M,160,300,7.8,12.8,9.6,179
VOLKSWAGEN,https://www.drivearabia.com/carprices/media/catalog/5e20013bdb8a7Volkswagen_Amarok_2017_front.jpg,Volkswagen Amarok,85000,Argentina,4-door pickup,4-door,pickup,2.0TC I4 RWD,6M,160,300,7.8,12.8,9.6,179
VOLKSWAGEN,https://www.drivearabia.com/carprices/media/catalog/5e20013bdb8a7Volkswagen_Amarok_2017_front.jpg,Volkswagen Amarok,85000,Argentina,4-door pickup,4-door,pickup,2.0TC I4 RWD,6M,160,300,7.8,12.8,9.6,179
VOLKSWAGEN,https://www.drivearabia.com/carprices/media/catalog/5db9c200a74df2020_volkswagen_golf_front.jpg,Volkswagen Golf,85000,Germany,Compact Hatchback,5-door,hatchback,1.5TC+H I4 FWD,7A,150,250,5.7,17.5,8.2,220
VOLKSWAGEN,https://www.drivearabia.com/carprices/media/catalog/5a43bafa6ada0Volkswagen_Golf_2017_front.jpg,Volkswagen Golf,85000,Germany,Compact Hatchback,5-door,hatchback,1.0TC I3 FWD,7A,110,200,4.8,20.8,9.9,196
VOLKSWAGEN,https://www.drivearabia.com/carprices/media/catalog/5a43bafa6ada0Volkswagen_Golf_2017_front.jpg,Volkswagen Golf,85000,Germany,Compact Hatchback,5-door,hatchback,1.0TC I3 FWD,7A,110,200,4.8,20.8,9.9,196
VOLKSWAGEN,https://www.drivearabia.com/carprices/media/catalog/5ebfcfde686b4Volkswagen_Golf_GTI_2021_front_dubai_uae.jpg,Volkswagen Golf GTI,85000,Germany,Compact Hatchback,5-door,hatchback,2.0TC I4 FWD,7AM,242,370,6,16.7,6.2,250
VOLKSWAGEN,https://www.drivearabia.com/carprices/media/catalog/5965e04db9a4cVolkswagen_Golf_GTI_2018_front.jpg,Volkswagen Golf GTI,122000,Germany,Compact Hatchback,5-door,hatchback,2.0TC I4 FWD,6A,230,350,6,16.7,6.5,250
VOLKSWAGEN,https://www.drivearabia.com/carprices/media/catalog/5965e04db9a4cVolkswagen_Golf_GTI_2018_front.jpg,Volkswagen Golf GTI,122000,Germany,Compact Hatchback,5-door,hatchback,2.0TC I4 FWD,6A,230,350,6,16.7,6.5,250
VOLKSWAGEN,https://www.drivearabia.com/carprices/media/catalog/60057be047a30Volkswagen_Golf_R_2021_front_uae_gcc.jpg,Volkswagen Golf R,122000,Germany,Compact Hatchback,5-door,hatchback,2.0TC I4 4WD,7AM,315,433,11.8,8.5,5.2,250
VOLKSWAGEN,https://www.drivearabia.com/carprices/media/catalog/5a43bd1c226ffVolkswagen_Golf_R_2018_front.jpg,Volkswagen Golf R,163900,Germany,Compact Hatchback,5-door,hatchback,2.0TC I4 4WD,6AM,280,380,8.5,11.8,5.5,250
VOLKSWAGEN,https://www.drivearabia.com/carprices/media/catalog/5a43bd1c226ffVolkswagen_Golf_R_2018_front.jpg,Volkswagen Golf R,163900,Germany,Compact Hatchback,5-door,hatchback,2.0TC I4 4WD,6AM,280,380,8.5,11.8,5.5,250
VOLKSWAGEN,https://www.drivearabia.com/carprices/media/catalog/1018225745/vwmultivan-1.jpg,Volkswagen Multivan,165000,Germany,Premium Large Minivan,5-door,minivan,3.2 V6 FWD,6A,232,315,12.7,7.9,10.5,205
VOLKSWAGEN,https://www.drivearabia.com/carprices/media/catalog/1018225745/vwmultivan-1.jpg,Volkswagen Multivan,165000,Germany,Premium Large Minivan,5-door,minivan,3.2 V6 FWD,6A,232,315,12.7,7.9,10.5,205
VOLKSWAGEN,https://www.drivearabia.com/carprices/media/catalog/1018225745/vwmultivan-1.jpg,Volkswagen Multivan,165000,Germany,Premium Large Minivan,5-door,minivan,3.2 V6 FWD,6A,232,315,12.7,7.9,10.5,205
VOLKSWAGEN,https://www.drivearabia.com/carprices/media/catalog/5c443fb027e0c2020_vw_passat.jpg,Volkswagen Passat,95000,United States,Midsize Sedan,4-door,sedan,2.5 I5 FWD,6A,170,240,9.4,10.6,9.2,190
VOLKSWAGEN,https://www.drivearabia.com/carprices/media/catalog/5c443fb027e0c2020_vw_passat.jpg,Volkswagen Passat,95000,United States,Midsize Sedan,4-door,sedan,2.5 I5 FWD,6A,170,240,9.4,10.6,9.2,190
VOLKSWAGEN,https://www.drivearabia.com/carprices/media/catalog/56bc8962ab914Volkswagen_Passat_front.jpg,Volkswagen Passat,88000,United States,Midsize Sedan,4-door,sedan,2.5 I5 FWD,6A,170,240,8.9,11.2,9,190
VOLKSWAGEN,https://www.drivearabia.com/carprices/media/catalog/600d42d61ada1Volkswagen_T_Roc_2021_front.jpg,Volkswagen T-Roc,84000,Portugal,Sub-Compact SUV,5-door,wagon,1.4TC I4 FWD,7A,148,250,6.5,15.4,8.4,180
VOLKSWAGEN,https://www.drivearabia.com/carprices/media/catalog/5e96baa7481c7Volkswagen_Atlas_2021_front.jpg,Volkswagen Teramont,138000,United States,Midsize SUV,5-door,wagon,3.6 V6 4WD,8A,276,361,11.7,8.5,8,190
VOLKSWAGEN,https://www.drivearabia.com/carprices/media/catalog/5a5b1b6aa70312018_volkswagen_teramont_front.jpg,Volkswagen Teramont,138000,United States,Midsize SUV,5-door,wagon,3.6 V6 4WD,8A,276,361,11.7,8.5,8,190
VOLKSWAGEN,https://www.drivearabia.com/carprices/media/catalog/5a5b1b6aa70312018_volkswagen_teramont_front.jpg,Volkswagen Teramont,138000,United States,Midsize SUV,5-door,wagon,3.6 V6 4WD,8A,276,361,11.7,8.5,8,190
VOLKSWAGEN,https://www.drivearabia.com/carprices/media/catalog/5f0309bccc36eVolkswagen_Tiguan_2021_front.jpg,Volkswagen Tiguan,115000,Germany,Compact SUV,5-door,wagon,1.4TC I4 FWD,6A,150,250,6.9,14.5,9.2,200
VOLKSWAGEN,https://www.drivearabia.com/carprices/media/catalog/5725c2a974a43Volkswagen_Tiguan_2017_front.jpg,Volkswagen Tiguan,115000,Germany,Compact SUV,5-door,wagon,1.4TC I4 FWD,6A,150,250,6.9,14.5,9.2,200
VOLKSWAGEN,https://www.drivearabia.com/carprices/media/catalog/5725c2a974a43Volkswagen_Tiguan_2017_front.jpg,Volkswagen Tiguan,90000,Germany,Compact SUV,5-door,wagon,1.4TC I4 FWD,6A,150,250,6.9,14.5,9.2,200
VOLKSWAGEN,https://www.drivearabia.com/carprices/media/catalog/5b10987316756Volkswagen_Touareg_2019_front.jpg,Volkswagen Touareg,90000,Slovakia,Premium Midsize SUV,5-door,wagon,2.0TC I4 4WD,8A,250,360,8.3,12,7.8,228
VOLKSWAGEN,https://www.drivearabia.com/carprices/media/catalog/5b10987316756Volkswagen_Touareg_2019_front.jpg,Volkswagen Touareg,90000,Slovakia,Premium Midsize SUV,5-door,wagon,2.0TC I4 4WD,8A,250,360,8.3,12,7.8,228
VOLKSWAGEN,https://www.drivearabia.com/carprices/media/catalog/5b10987316756Volkswagen_Touareg_2019_front.jpg,Volkswagen Touareg,90000,Slovakia,Premium Midsize SUV,5-door,wagon,2.0TC I4 4WD,8A,250,360,8.3,12,7.8,228
VOLVO,https://www.drivearabia.com/carprices/media/catalog/5da5a3fe86bb0Volvo_S60_2020_front.jpg,Volvo S60,166900,United States,Premium Compact Sedan,4-door,sedan,2.0TC I4 FWD,8A,187,300,7.1,14.1,7.1,220
VOLVO,https://www.drivearabia.com/carprices/media/catalog/5da5a3fe86bb0Volvo_S60_2020_front.jpg,Volvo S60,166900,United States,Premium Compact Sedan,4-door,sedan,2.0TC I4 FWD,8A,187,300,7.1,14.1,7.1,220
VOLVO,https://www.drivearabia.com/carprices/media/catalog/5a48c97546f6dvolvo_s60_2018_1.jpg,Volvo S60,166900,Sweden,Premium Compact Sedan,4-door,sedan,2.0TC I4 FWD,8A,245,350,6.2,16.1,6.3,230
VOLVO,https://www.drivearabia.com/carprices/media/catalog/5e96bb70b8cb7Volvo_S90_2021_front.jpg,Volvo S90,166900,Sweden,Luxury Midsize Sedan,4-door,sedan,2.0TC I4 FWD,8A,254,350,6.7,14.9,6.8,230
VOLVO,https://www.drivearabia.com/carprices/media/catalog/583c2d48cf2a8Volvo_S90_2017_front.jpg,Volvo S90,166900,Sweden,Luxury Midsize Sedan,4-door,sedan,2.0TC I4 FWD,8A,254,350,6.7,14.9,6.8,230
VOLVO,https://www.drivearabia.com/carprices/media/catalog/583c2d48cf2a8Volvo_S90_2017_front.jpg,Volvo S90,166900,Sweden,Luxury Midsize Sedan,4-door,sedan,2.0TC I4 FWD,8A,254,350,6.7,14.9,6.8,230
VOLVO,https://www.drivearabia.com/carprices/media/catalog/5a48be1589f45volvo_v40_2018_1.jpg,Volvo V40,166900,Sweden,Premium Compact Hatchback,5-door,hatchback,1.5TC I4 FWD,6A,152,250,5.7,17.5,8.3,210
VOLVO,https://www.drivearabia.com/carprices/media/catalog/5a48be1589f45volvo_v40_2018_1.jpg,Volvo V40,166900,Sweden,Premium Compact Hatchback,5-door,hatchback,1.5TC I4 FWD,6A,152,250,5.7,17.5,8.3,210
VOLVO,https://www.drivearabia.com/carprices/media/catalog/5a48be1589f45volvo_v40_2018_1.jpg,Volvo V40,166900,Sweden,Premium Compact Hatchback,5-door,hatchback,1.5TC I4 FWD,6A,152,250,5.7,17.5,8.3,210
VOLVO,https://www.drivearabia.com/carprices/media/catalog/5a48d60169cf4volvo_v60_2018_1.jpg,Volvo V60,166900,Sweden,Premium Compact Wagon,5-door,wagon,2.0TC I4 FWD,8A,245,350,6.4,15.6,6.4,230
VOLVO,https://www.drivearabia.com/carprices/media/catalog/5a48d60169cf4volvo_v60_2018_1.jpg,Volvo V60,166900,Sweden,Premium Compact Wagon,5-door,wagon,2.0TC I4 FWD,8A,245,350,6.4,15.6,6.4,230
VOLVO,https://www.drivearabia.com/carprices/media/catalog/5a48d60df0661volvo_v60_2018_1.jpg,Volvo V60,166900,Sweden,Premium Compact Wagon,5-door,wagon,2.0TC I4 FWD,8A,245,350,6.4,15.6,6.4,230
VOLVO,https://www.drivearabia.com/carprices/media/catalog/5a47b80a08a84volvo_v60_polestar_2018_1.jpg,Volvo V60 Polestar,166900,Sweden,Premium Compact Wagon,5-door,wagon,2.0TSC I4 AWD,8A,362,470,8.1,12.3,4.8,250
VOLVO,https://www.drivearabia.com/carprices/media/catalog/5a47b80a08a84volvo_v60_polestar_2018_1.jpg,Volvo V60 Polestar,166900,Sweden,Premium Compact Wagon,5-door,wagon,2.0TSC I4 AWD,8A,362,470,8.1,12.3,4.8,250
VOLVO,https://www.drivearabia.com/carprices/media/catalog/5a47b80a08a84volvo_v60_polestar_2018_1.jpg,Volvo V60 Polestar,166900,Sweden,Premium Compact Wagon,5-door,wagon,2.0TSC I4 AWD,8A,362,470,8.1,12.3,4.8,250
VOLVO,https://www.drivearabia.com/carprices/media/catalog/54a3f63def6e5Volvo_V70_2014_front.jpg,Volvo V70,166900,Sweden,Premium Midsize Wagon,5-door,wagon,2.0TC I4 FWD,6A,240,320,8.4,11.9,7.9,210
VOLVO,https://www.drivearabia.com/carprices/media/catalog/54a3f63def6e5Volvo_V70_2014_front.jpg,Volvo V70,166900,Sweden,Premium Midsize Wagon,5-door,wagon,2.0TC I4 FWD,6A,240,320,8.4,11.9,7.9,210
VOLVO,https://www.drivearabia.com/carprices/media/catalog/54a3f63def6e5Volvo_V70_2014_front.jpg,Volvo V70,166900,Sweden,Premium Midsize Wagon,5-door,wagon,2.0TC I4 FWD,6A,240,320,8.4,11.9,7.9,210
VOLVO,https://www.drivearabia.com/carprices/media/catalog/5e96d776d7687Volvo_V90_2021_dubai_uae_front.jpg,Volvo V90,166900,Sweden,Luxury Midsize Wagon,4-door,sedan,2.0TC I4 FWD,8A,254,350,6.7,14.9,6.8,230
VOLVO,https://www.drivearabia.com/carprices/media/catalog/583c31c2df872Volvo_V90_Estate_2017_front.jpg,Volvo V90,166900,Sweden,Luxury Midsize Wagon,4-door,sedan,2.0TC I4 FWD,8A,254,350,6.7,14.9,6.8,230
VOLVO,https://www.drivearabia.com/carprices/media/catalog/583c31c2df872Volvo_V90_Estate_2017_front.jpg,Volvo V90,166900,Sweden,Luxury Midsize Wagon,4-door,sedan,2.0TC I4 FWD,8A,254,350,6.7,14.9,6.8,230
VOLVO,https://www.drivearabia.com/carprices/media/catalog/5a48d455900b4volvo_xc40_2018_1.jpg,Volvo XC40,166900,Belgium,Premium Sub-Compact SUV,5-door,wagon,2.0TC I4 4WD,8A,245,350,7.1,14.1,6.5,230
VOLVO,https://www.drivearabia.com/carprices/media/catalog/5a48d455900b4volvo_xc40_2018_1.jpg,Volvo XC40,166900,Belgium,Premium Sub-Compact SUV,5-door,wagon,2.0TC I4 4WD,8A,245,350,7.1,14.1,6.5,230
VOLVO,https://www.drivearabia.com/carprices/media/catalog/5a48d455900b4volvo_xc40_2018_1.jpg,Volvo XC40,166900,Belgium,Premium Sub-Compact SUV,5-door,wagon,2.0TC I4 4WD,8A,245,350,7.1,14.1,6.5,230
VOLVO,https://www.drivearabia.com/carprices/media/catalog/5a436d42534fcvolvo_xc60_2018_1.jpg,Volvo XC60,200000,Sweden,Premium Compact SUV,5-door,wagon,2.0TC I4 4WD,8A,254,350,7.3,13.7,6.8,220
VOLVO,https://www.drivearabia.com/carprices/media/catalog/5a436d42534fcvolvo_xc60_2018_1.jpg,Volvo XC60,200000,Sweden,Premium Compact SUV,5-door,wagon,2.0TC I4 4WD,8A,254,350,7.3,13.7,6.8,220
VOLVO,https://www.drivearabia.com/carprices/media/catalog/5a436d42534fcvolvo_xc60_2018_1.jpg,Volvo XC60,200000,Sweden,Premium Compact SUV,5-door,wagon,2.0TC I4 4WD,8A,254,350,7.3,13.7,6.8,220
VOLVO,https://www.drivearabia.com/carprices/media/catalog/54a3f85847a77Volvo_XC70_2014_front.jpg,Volvo XC70,164900,Sweden,Premium Midsize Crossover Wagon,5-door,wagon,3.0TC I6 4WD,6A,300,440,10.6,9.4,7.4,210
VOLVO,https://www.drivearabia.com/carprices/media/catalog/54a3f85847a77Volvo_XC70_2014_front.jpg,Volvo XC70,164900,Sweden,Premium Midsize Crossover Wagon,5-door,wagon,3.0TC I6 4WD,6A,300,440,10.6,9.4,7.4,210
VOLVO,https://www.drivearabia.com/carprices/media/catalog/54a3f85847a77Volvo_XC70_2014_front.jpg,Volvo XC70,164900,Sweden,Premium Midsize Crossover Wagon,5-door,wagon,3.0TC I6 4WD,6A,300,440,10.6,9.4,7.4,210
VOLVO,https://www.drivearabia.com/carprices/media/catalog/54b67ff782eea2015_Volvo_XC90_front.jpg,Volvo XC90,164900,Sweden,Luxury Midsize SUV,5-door,wagon,2.0TC I4 4WD,8A,254,350,7.5,13.3,7.2,230
VOLVO,https://www.drivearabia.com/carprices/media/catalog/54b67ff782eea2015_Volvo_XC90_front.jpg,Volvo XC90,164900,Sweden,Luxury Midsize SUV,5-door,wagon,2.0TC I4 4WD,8A,254,350,7.5,13.3,7.2,230
VOLVO,https://www.drivearabia.com/carprices/media/catalog/54b67ff782eea2015_Volvo_XC90_front.jpg,Volvo XC90,164900,Sweden,Luxury Midsize SUV,5-door,wagon,2.0TC I4 4WD,8A,254,350,7.5,13.3,7.2,230
ZNA,https://www.drivearabia.com/carprices/media/catalog/5a4c27e59bbc02017_zna_rich_front.jpg,ZNA Rich,41000,China,Midsize Pickup,4-door,pickup,2.4 I4 FWD,5M,137,217,8.0-10.0,12.5,10.5-12.5,160
ZNA,https://www.drivearabia.com/carprices/media/catalog/5a4c27e59bbc02017_zna_rich_front.jpg,ZNA Rich,41000,China,Midsize Pickup,4-door,pickup,2.4 I4 FWD,5M,137,217,8.0-10.0,12.5,10.5-12.5,160
ZNA,https://www.drivearabia.com/carprices/media/catalog/5a4c27e59bbc02017_zna_rich_front.jpg,ZNA Rich,41000,China,Midsize Pickup,4-door,pickup,2.4 I4 FWD,5M,137,217,8.0-10.0,12.5,10.5-12.5,160
BMW,https://www.drivearabia.com/carprices/media/catalog/5f15a3e73e3c2BMW_7_Series_2020_1024_03.jpg,BMW 7-Series,398000,Germany,Luxury Large Sedan,4-door,sedan,2.0TC I4 RWD,8A,258,400,5.3,18.9,6.3,250
BMW,https://www.drivearabia.com/carprices/media/catalog/5f15a3e73e3c2BMW_7_Series_2020_1024_03.jpg,BMW 7-Series,398000,Germany,Luxury Large Sedan,4-door,sedan,2.0TC I4 RWD,8A,258,400,5.3,18.9,6.3,250
BMW,https://www.drivearabia.com/carprices/media/catalog/55b5e3a523a6c2016_BMW_7_Series_front.jpg,BMW 7-Series,350000,Germany,Luxury Large Sedan,4-door,sedan,2.0TC I4 RWD,8A,258,400,5.3,18.9,6.3,250
ZNA,https://www.drivearabia.com/carprices/media/catalog/5a4c27e59bbc02017_zna_rich_front.jpg,ZNA Rich,41000,China,Midsize Pickup,2-door,pickup,2.4 I4 FWD,5M,137,217,8.0-10.0,12.5,10.5-12.5,160
ZNA,https://www.drivearabia.com/carprices/media/catalog/5a4c27e59bbc02017_zna_rich_front.jpg,ZNA Rich,41000,China,Midsize Pickup,2-door,pickup,2.4 I4 FWD,5M,137,217,8.0-10.0,12.5,10.5-12.5,160
ZNA,https://www.drivearabia.com/carprices/media/catalog/5a4c27e59bbc02017_zna_rich_front.jpg,ZNA Rich,41000,China,Midsize Pickup,2-door,pickup,2.4 I4 FWD,5M,137,217,8.0-10.0,12.5,10.5-12.5,160
VOLKSWAGEN,https://www.drivearabia.com/carprices/media/catalog/5ebfcfde686b4Volkswagen_Golf_GTI_2021_front_dubai_uae.jpg,Volkswagen Golf GTI,85000,Germany,Compact Hatchback,3-door,hatchback,2.0TC I4 FWD,7AM,242,370,6,16.7,6.2,250
VOLKSWAGEN,https://www.drivearabia.com/carprices/media/catalog/5965e04db9a4cVolkswagen_Golf_GTI_2018_front.jpg,Volkswagen Golf GTI,122000,Germany,Compact Hatchback,3-door,hatchback,2.0TC I4 FWD,6A,230,350,6,16.7,6.5,250
VOLKSWAGEN,https://www.drivearabia.com/carprices/media/catalog/5965e04db9a4cVolkswagen_Golf_GTI_2018_front.jpg,Volkswagen Golf GTI,122000,Germany,Compact Hatchback,3-door,hatchback,2.0TC I4 FWD,6A,230,350,6,16.7,6.5,250
TOYOTA,https://www.drivearabia.com/carprices/media/catalog/50b288e21dec57.28991357/Toyota-Land-Cruiser-70-front.jpg,Toyota Land Cruiser 70,117400,Japan,Midsize SUV,3-door,wagon,4.0 V6 4WD,5M,228,360,13,7.7,11.5-14.0,180
TOYOTA,https://www.drivearabia.com/carprices/media/catalog/50b288e21dec57.28991357/Toyota-Land-Cruiser-70-front.jpg,Toyota Land Cruiser 70,117400,Japan,Midsize SUV,3-door,wagon,4.0 V6 4WD,5M,228,360,13,7.7,11.5-14.0,180
TOYOTA,https://www.drivearabia.com/carprices/media/catalog/50b288e21dec57.28991357/Toyota-Land-Cruiser-70-front.jpg,Toyota Land Cruiser 70,117400,Japan,Midsize SUV,3-door,wagon,4.0 V6 4WD,5M,228,360,13,7.7,11.5-14.0,180
TOYOTA,https://www.drivearabia.com/carprices/media/catalog/5ed8de90bc90d2021_toyota_hilux_front.jpg,Toyota Hilux,77700,Thailand,Midsize Pickup,4-door,pickup,2.7 I4 RWD/4WD,5M/6A,134,241,9.6,10.4,15,170
TOYOTA,https://www.drivearabia.com/carprices/media/catalog/55d4d5294b89a2016_Toyota_Hilux_1.jpg,Toyota Hilux,72870,Thailand,Midsize Pickup,4-door,pickup,2.7 I4 RWD/4WD,5M/6A,134,241,9.6,10.4,15,170
TOYOTA,https://www.drivearabia.com/carprices/media/catalog/55d4d5294b89a2016_Toyota_Hilux_1.jpg,Toyota Hilux,72870,Thailand,Midsize Pickup,4-door,pickup,2.7 I4 RWD/4WD,5M/6A,134,241,9.6,10.4,15,170
TATA,https://www.drivearabia.com/carprices/media/catalog/5a4c292e66faatata_xenon_dc_front.jpg,Tata Xenon,55000,India,Midsize Pickup,4-door,pickup,2.2D I4 RWD/4WD,5M,140,320,8.0-8.5,12.5,17.0-18.0,160
TATA,https://www.drivearabia.com/carprices/media/catalog/5a4c292e66faatata_xenon_dc_front.jpg,Tata Xenon,50000,India,Midsize Pickup,4-door,pickup,2.2D I4 RWD/4WD,5M,140,320,8.0-8.5,12.5,17.0-18.0,160
TATA,https://www.drivearabia.com/carprices/media/catalog/5a4c292e66faatata_xenon_dc_front.jpg,Tata Xenon,50000,India,Midsize Pickup,4-door,pickup,2.2D I4 RWD/4WD,5M,140,320,8.0-8.5,12.5,17.0-18.0,160
SUZUKI,https://www.drivearabia.com/carprices/media/catalog/52009efed8ab57.38755773/Suzuki-Grand_Vitara_front.jpg,Suzuki Grand Vitara,77000,Japan,Compact SUV,5-door,wagon,2.4 I4 4WD,4A,167,225,8.9-9.9,11.2,11.2-12.0,180
SUZUKI,https://www.drivearabia.com/carprices/media/catalog/52009efed8ab57.38755773/Suzuki-Grand_Vitara_front.jpg,Suzuki Grand Vitara,77000,Japan,Compact SUV,5-door,wagon,2.4 I4 4WD,4A,167,225,8.9-9.9,11.2,11.2-12.0,180
SUZUKI,https://www.drivearabia.com/carprices/media/catalog/52009efed8ab57.38755773/Suzuki-Grand_Vitara_front.jpg,Suzuki Grand Vitara,77000,Japan,Compact SUV,5-door,wagon,2.4 I4 4WD,4A,167,225,8.9-9.9,11.2,11.2-12.0,180
SUZUKI,https://www.drivearabia.com/carprices/media/catalog/52009efed8ab57.38755773/Suzuki-Grand_Vitara_front.jpg,Suzuki Grand Vitara,77000,Japan,Compact SUV,5-door,wagon,2.4 I4 4WD,4A,167,225,8.9-9.9,11.2,11.2-12.0,180
SUZUKI,https://www.drivearabia.com/carprices/media/catalog/52009efed8ab57.38755773/Suzuki-Grand_Vitara_front.jpg,Suzuki Grand Vitara,77000,Japan,Compact SUV,5-door,wagon,2.4 I4 4WD,4A,167,225,8.9-9.9,11.2,11.2-12.0,180
SUZUKI,https://www.drivearabia.com/carprices/media/catalog/52009efed8ab57.38755773/Suzuki-Grand_Vitara_front.jpg,Suzuki Grand Vitara,77000,Japan,Compact SUV,5-door,wagon,2.4 I4 4WD,4A,167,225,8.9-9.9,11.2,11.2-12.0,180
SUZUKI,https://www.drivearabia.com/carprices/media/catalog/52009efed8ab57.38755773/Suzuki-Grand_Vitara_front.jpg,Suzuki Grand Vitara,77000,Japan,Compact SUV,5-door,wagon,2.4 I4 4WD,4A,167,225,8.9-9.9,11.2,11.2-12.0,180
SUZUKI,https://www.drivearabia.com/carprices/media/catalog/52009efed8ab57.38755773/Suzuki-Grand_Vitara_front.jpg,Suzuki Grand Vitara,77000,Japan,Compact SUV,5-door,wagon,2.4 I4 4WD,4A,167,225,8.9-9.9,11.2,11.2-12.0,180
